Game,PlayerFinalHandSum,DealerFinalHandSum,PlayerNumCards,DealerNumCards,DealerVisibleCard,PlayerActions,PlayerHandProgression,Outcome
7569,14,21,3,2,10,Hit Stick,13 14,Loss
7570,12,22,2,3,5,Stick,12,Win
7571,13,21,4,3,4,Hit Hit Stick,12 14 13,Loss
7572,21,18,3,4,4,Hit Stick,12 21,Win
7573,26,20,4,2,1,Hit Hit,10 16,Loss
7574,22,18,5,2,8,Hit Hit Hit,12 13 17,Loss
7575,11,22,2,3,2,Stick,11,Win
7576,16,26,2,3,6,Stick,16,Win
7577,23,17,4,2,7,Hit Hit,11 13,Loss
7578,22,20,3,2,10,Hit,16,Loss
7579,15,17,2,3,10,Stick,15,Loss
7580,20,24,2,3,7,Stick,20,Win
7581,20,21,3,3,8,Hit Stick,11 20,Loss
7582,20,25,4,3,10,Hit Hit Stick,14 14 20,Win
7583,15,21,3,4,10,Hit Stick,10 15,Loss
7584,15,21,2,3,5,Stick,15,Loss
7585,21,17,4,2,7,Hit Hit Stick,16 14 21,Win
7586,19,19,2,4,3,Stick,19,Win
7587,20,18,2,3,7,Stick,20,Win
7588,18,17,3,4,3,Hit Stick,9 18,Win
7589,21,20,2,2,10,Stick,21,Win
7590,17,18,3,3,4,Hit Stick,7 17,Loss
7591,17,23,3,3,3,Hit Stick,6 17,Win
7592,25,18,3,2,1,Hit,15,Loss
7593,25,10,4,2,5,Hit Hit,8 15,Loss
7594,20,21,2,3,1,Stick,20,Loss
7595,25,7,4,2,2,Hit Hit,11 15,Loss
7596,19,19,2,3,6,Stick,19,Win
7597,26,20,3,2,10,Hit,16,Loss
7598,20,18,2,2,8,Stick,20,Win
7599,17,18,3,2,1,Hit Stick,15 17,Loss
7600,23,20,3,2,10,Hit,13,Loss
7601,18,23,2,5,2,Stick,18,Win
7602,19,22,2,3,2,Stick,19,Win
7603,22,13,4,2,10,Hit Hit,10 12,Loss
7604,20,26,2,3,6,Stick,20,Win
7605,18,19,3,4,3,Hit Stick,10 18,Loss
7606,20,19,2,4,2,Stick,20,Win
7607,19,17,4,2,7,Hit Hit Stick,11 16 19,Win
7608,12,17,2,2,7,Stick,12,Loss
7609,22,21,4,2,10,Hit Hit,9 12,Loss
7610,14,23,2,3,10,Stick,14,Win
7611,18,18,3,5,2,Hit Stick,9 18,Win
7612,29,20,3,2,10,Hit,19,Loss
7613,12,23,2,3,10,Stick,12,Win
7614,15,25,2,3,7,Stick,15,Win
7615,20,21,2,4,4,Stick,20,Loss
7616,21,22,2,3,9,Stick,21,Win
7617,12,24,3,3,10,Hit Stick,7 12,Win
